Year,Municipality,PropertyClass,Rate,Province
2021,Haldimand County,Commercial,0.02655968,ON
2021,Haldimand County,Industrial,0.03321602,ON
2021,Haliburton Co,Residential,0.00222264,ON
2021,Haliburton Co,Farmland,0.00055566,ON
2021,Haliburton Co,Commercial,0.0032955,ON
2021,Haliburton Co,Industrial,0.00381871,ON
2021,Halton Hills T,Residential,0.00771155,ON
2021,Halton Hills T,Farmland,0.00161881,ON
2021,Halton Hills T,Commercial,0.01670894,ON
2021,Halton Hills T,Industrial,0.02172375,ON
2021,Halton R,Residential,0.00253875,ON
2021,Halton R,Farmland,0.00050775,ON
2021,Halton R,Commercial,0.00369768,ON
2021,Halton R,Industrial,0.00530775,ON
2021,Hamilton C,Residential,0.00925687,ON
2021,Hamilton C,Farmland,0.00174784,ON
2021,Hamilton C,Commercial,0.02409921,ON
2021,Hamilton C,Industrial,0.03390702,ON
2021,Hamilton Tp,Residential,0.01142347,ON
2021,Hamilton Tp,Farmland,0.00285589,ON
2021,Hamilton Tp,Commercial,0.02364026,ON
2021,Hamilton Tp,Industrial,0.02957626,ON
2021,Hanover T,Residential,0.01390937,ON
2021,Hanover T,Farmland,0.0030812,ON
2021,Hanover T,Commercial,0.02485481,ON
2021,Hanover T,Industrial,0.03146663,ON
2021,Harley Tp,Residential,0.01192217,ON
2021,Harley Tp,Farmland,0.00298054,ON
2021,Harley Tp,Commercial,0.02023139,ON
2021,Harley Tp,Industrial,0.02023139,ON
2021,Harris Tp,Residential,0.00664367,ON
2021,Harris Tp,Farmland,0.00166092,ON
2021,Harris Tp,Commercial,0.01442504,ON
2021,Hastings Co,Residential,0.00297319,ON
2021,Hastings Co,Farmland,0.0007433,ON
2021,Hastings Co,Commercial,0.00327051,ON
2021,Hastings Co,Industrial,0.00335733,ON
2021,Hastings Highlands M,Residential,0.01212418,ON
2021,Hastings Highlands M,Farmland,0.00303105,ON
2021,Hastings Highlands M,Commercial,0.0204536,ON
2021,Hastings Highlands M,Industrial,0.02076296,ON
2021,Hawkesbury T,Residential,0.01667789,ON
2021,Hawkesbury T,Commercial,0.03062809,ON
2021,Hawkesbury T,Industrial,0.04586525,ON
2021,"Head, Clara and Maria Tp",Residential,0.00736758,ON
2021,"Head, Clara and Maria Tp",Commercial,0.01939345,ON
2021,"Head, Clara and Maria Tp",Industrial,0.02523861,ON
2021,Hearst T,Residential,0.01935306,ON
2021,Hearst T,Farmland,0.00483827,ON
2021,Hearst T,Commercial,0.02840537,ON
2021,Hearst T,Industrial,0.03627781,ON
2021,Highlands East M,Residential,0.00882764,ON
2021,Highlands East M,Farmland,0.00220716,ON
2021,Highlands East M,Commercial,0.0196195,ON
2021,Highlands East M,Industrial,0.02133771,ON
2021,Hilliard Tp,Residential,0.01310759,ON
2021,Hilliard Tp,Farmland,0.0032769,ON
2021,Hilliard Tp,Commercial,0.02342828,ON
2021,Hilton Beach V,Residential,0.01768057,ON
2021,Hilton Beach V,Commercial,0.02656563,ON
2021,Hilton Beach V,Industrial,0.02656563,ON
2021,Hilton Tp,Residential,0.00879062,ON
2021,Hilton Tp,Farmland,0.00219765,ON
2021,Hilton Tp,Commercial,0.01763907,ON
2021,Hilton Tp,Industrial,0.01678668,ON
2021,Hornepayne Tp,Residential,0.04797906,ON
2021,Hornepayne Tp,Commercial,0.06908159,ON
2021,Horton Tp,Residential,0.01081771,ON
2021,Horton Tp,Farmland,0.00270442,ON
2021,Horton Tp,Commercial,0.0256544,ON
2021,Horton Tp,Industrial,0.03503055,ON
2021,Howick Tp,Residential,0.01364582,ON
2021,Howick Tp,Farmland,0.00341145,ON
2021,Howick Tp,Commercial,0.02212739,ON
2021,Howick Tp,Industrial,0.02212739,ON
2021,Hudson Tp,Residential,0.00880996,ON
2021,Hudson Tp,Farmland,0.00220249,ON
2021,Hudson Tp,Commercial,0.01522456,ON
2021,Hudson Tp,Industrial,0.01490934,ON
2021,Huntsville T,Residential,0.0083704,ON
2021,Huntsville T,Farmland,0.0020926,ON
2021,Huntsville T,Commercial,0.01433469,ON
2021,Huntsville T,Industrial,0.01552149,ON
2021,Huron Co,Residential,0.00460558,ON
2021,Huron Co,Farmland,0.00115139,ON
2021,Huron Co,Commercial,0.00506613,ON
2021,Huron Co,Industrial,0.00506613,ON
2021,Huron East M,Residential,0.01000242,ON
2021,Huron East M,Farmland,0.0025006,ON
2021,Huron East M,Commercial,0.01811966,ON
2021,Huron East M,Industrial,0.01811966,ON
2021,Huron Shores M,Residential,0.01601165,ON
2021,Huron Shores M,Farmland,0.00400291,ON
2021,Huron Shores M,Commercial,0.02472982,ON
2021,Huron Shores M,Industrial,0.02676883,ON
2021,Huron-Kinloss Tp,Residential,0.01208604,ON
2021,Huron-Kinloss Tp,Farmland,0.00302151,ON
2021,Huron-Kinloss Tp,Commercial,0.02181665,ON
2021,Huron-Kinloss Tp,Industrial,0.02724879,ON
2021,Ingersoll T,Residential,0.01430142,ON
2021,Ingersoll T,Farmland,0.00316284,ON
2021,Ingersoll T,Commercial,0.03308868,ON
2021,Ingersoll T,Industrial,0.04238883,ON
2021,Innisfil T,Residential,0.00995984,ON
2021,Innisfil T,Farmland,0.00248996,ON
2021,Innisfil T,Commercial,0.0191038,ON
2021,Innisfil T,Industrial,0.01885259,ON
2021,Iroquois Falls T,Residential,0.02289577,ON
2021,Iroquois Falls T,Farmland,0.00572394,ON
2021,Iroquois Falls T,Commercial,0.05060018,ON
2021,Iroquois Falls T,Industrial,0.05768801,ON
2021,James Tp,Residential,0.01154204,ON
2021,James Tp,Farmland,0.00288551,ON
2021,James Tp,Commercial,0.03674374,ON
2021,James Tp,Industrial,0.0577809,ON
2021,Jocelyn Tp,Residential,0.0109178,ON
2021,Jocelyn Tp,Farmland,0.00272945,ON
2021,Jocelyn Tp,Commercial,0.02099287,ON
2021,Jocelyn Tp,Industrial,0.01869568,ON
2021,Johnson Tp,Residential,0.01792751,ON
2021,Johnson Tp,Farmland,0.00448188,ON
2021,Johnson Tp,Commercial,0.0323747,ON
2021,Johnson Tp,Industrial,0.0323747,ON
2021,Joly Tp,Residential,0.01376642,ON
2021,Joly Tp,Farmland,0.00344161,ON
2021,Joly Tp,Commercial,0.02093595,ON
2021,Joly Tp,Industrial,0.02163111,ON
2021,Kapuskasing T,Residential,0.0232538,ON
2021,Kapuskasing T,Farmland,0.00581345,ON
2021,Kapuskasing T,Commercial,0.0394405,ON
2021,Kapuskasing T,Industrial,0.04149518,ON
2021,Kawartha Lakes C,Residential,0.0088254,ON
2021,Kawartha Lakes C,Farmland,0.00220635,ON
2021,Kawartha Lakes C,Commercial,0.01886258,ON
2021,Kawartha Lakes C,Industrial,0.01862287,ON
2021,Kearney T,Residential,0.01015417,ON
2021,Kearney T,Farmland,0.00253854,ON
2021,Kearney T,Commercial,0.01551453,ON
2021,Kearney T,Industrial,0.01548997,ON
2021,Kenora C,Residential,0.01374603,ON
2021,Kenora C,Farmland,0.00343651,ON
2021,Kenora C,Commercial,0.03450481,ON
2021,Kenora C,Industrial,0.03429011,ON
2021,Kerns Tp,Residential,0.01219569,ON
2021,Kerns Tp,Farmland,0.00304892,ON
2021,Kerns Tp,Commercial,0.01254231,ON
2021,"Killaloe, Hagarty and Richards Tp",Residential,0.01198855,ON
2021,"Killaloe, Hagarty and Richards Tp",Farmland,0.00299714,ON
2021,"Killaloe, Hagarty and Richards Tp",Commercial,0.02777913,ON
2021,"Killaloe, Hagarty and Richards Tp",Industrial,0.03835356,ON
2021,Killarney M,Residential,0.00950172,ON
2021,Killarney M,Commercial,0.01499078,ON
2021,Killarney M,Industrial,0.02075213,ON
2021,Kincardine M,Residential,0.01303472,ON
2021,Kincardine M,Farmland,0.00325868,ON
2021,Kincardine M,Commercial,0.02298647,ON
2021,Kincardine M,Industrial,0.0289068,ON
2021,King Tp,Residential,0.0079075,ON
2021,King Tp,Farmland,0.00197687,ON
2021,King Tp,Commercial,0.01729547,ON
2021,King Tp,Industrial,0.01927951,ON
2021,Kingston C,Residential,0.01159475,ON
2021,Kingston C,Farmland,0.00239545,ON
2021,Kingston C,Commercial,0.02872821,ON
2021,Kingston C,Industrial,0.0352703,ON
2021,Kingsville T,Residential,0.01354347,ON
2021,Kingsville T,Farmland,0.00338586,ON
2021,Kingsville T,Commercial,0.02179911,ON
2021,Kingsville T,Industrial,0.03213618,ON
2021,Kirkland Lake T,Residential,0.00806291,ON
2021,Kirkland Lake T,Residential,0.02019433,ON
2021,Kirkland Lake T,Commercial,0.04610529,ON
2021,Kirkland Lake T,Industrial,0.02102106,ON
2021,Kirkland Lake T,Industrial,0.23356743,ON
2021,Kitchener C,Residential,0.00964208,ON
2021,Kitchener C,Farmland,0.00241052,ON
2021,Kitchener C,Commercial,0.02461857,ON
2021,Kitchener C,Industrial,0.02461857,ON
2021,La Vallee Tp,Residential,0.01496583,ON
2021,La Vallee Tp,Farmland,0.00374146,ON
2021,La Vallee Tp,Commercial,0.02685238,ON
2021,La Vallee Tp,Industrial,0.03547281,ON
2021,LaSalle T,Residential,0.0162713,ON
2021,LaSalle T,Farmland,0.00406807,ON
2021,LaSalle T,Commercial,0.02475085,ON
2021,LaSalle T,Industrial,0.03743518,ON
2021,Laird Tp,Residential,0.01371085,ON
2021,Laird Tp,Farmland,0.00342771,ON
2021,Laird Tp,Commercial,0.02168612,ON
2021,Laird Tp,Industrial,0.02070191,ON
2021,Lake of Bays Tp,Residential,0.00622896,ON
2021,Lake of Bays Tp,Farmland,0.00155727,ON
2021,Lake of Bays Tp,Commercial,0.01197906,ON
2021,Lake of Bays Tp,Industrial,0.01316586,ON
2021,Lake of The Woods Tp,Residential,0.00687,ON
2021,Lake of The Woods Tp,Farmland,0.0017175,ON
2021,Lake of The Woods Tp,Commercial,0.0183025,ON
2021,Lake of The Woods Tp,Industrial,0.01414,ON
2021,Lakeshore M,Residential,0.0126948,ON
2021,Lakeshore M,Farmland,0.0031737,ON
2021,Lakeshore M,Commercial,0.02088081,ON
2021,Lakeshore M,Industrial,0.03048763,ON
2021,Lambton Co,Residential,0.00444584,ON
2021,Lambton Co,Farmland,0.00100476,ON
2021,Lambton Co,Commercial,0.00723383,ON
2021,Lambton Co,Industrial,0.00910317,ON
2021,Lambton Shores M,Residential,0.01100648,ON
2021,Lambton Shores M,Farmland,0.00252418,ON
2021,Lambton Shores M,Commercial,0.02421919,ON
2021,Lambton Shores M,Industrial,0.02820377,ON
2021,Lanark Co,Residential,0.00371978,ON
2021,Lanark Co,Farmland,0.00092995,ON
2021,Lanark Co,Commercial,0.00685529,ON
2021,Lanark Co,Industrial,0.00941713,ON
2021,Lanark Highlands Tp,Residential,0.01061172,ON
2021,Lanark Highlands Tp,Farmland,0.00265293,ON
2021,Lanark Highlands Tp,Commercial,0.02553696,ON
2021,Lanark Highlands Tp,Industrial,0.03178822,ON
2021,Larder Lake Tp,Residential,0.02266445,ON
2021,Larder Lake Tp,Commercial,0.05064621,ON
2021,Larder Lake Tp,Industrial,0.05304882,ON
2021,Latchford T,Residential,0.01176692,ON
2021,Latchford T,Commercial,0.0290691,ON
2021,Laurentian Hills T,Residential,0.01270086,ON
2021,Laurentian Hills T,Farmland,0.00317521,ON
2021,Laurentian Hills T,Commercial,0.02907176,ON
2021,Laurentian Hills T,Industrial,0.04037519,ON
2021,Laurentian Valley Tp,Residential,0.00956092,ON
2021,Laurentian Valley Tp,Farmland,0.00239023,ON
2021,Laurentian Valley Tp,Commercial,0.0233737,ON
2021,Laurentian Valley Tp,Industrial,0.03107367,ON
2021,Leamington M,Residential,0.01664842,ON
2021,Leamington M,Farmland,0.0041621,ON
2021,Leamington M,Commercial,0.0251588,ON
2021,Leamington M,Industrial,0.03816753,ON
2021,Leeds and Grenville UCo,Residential,0.00369475,ON
2021,Leeds and Grenville UCo,Farmland,0.00092369,ON
2021,Leeds and Grenville UCo,Commercial,0.00497462,ON
2021,Leeds and Grenville UCo,Industrial,0.00669268,ON
2021,Leeds and the Thousand Islands Tp,Residential,0.00970433,ON
2021,Leeds and the Thousand Islands Tp,Farmland,0.00242609,ON
2021,Leeds and the Thousand Islands Tp,Commercial,0.01980593,ON
2021,Leeds and the Thousand Islands Tp,Industrial,0.023607,ON
2021,Limerick Tp,Residential,0.01312219,ON
2021,Limerick Tp,Commercial,0.02155141,ON
2021,Limerick Tp,Industrial,0.0218899,ON
2021,Lincoln T,Residential,0.01194993,ON
2021,Lincoln T,Farmland,0.00298749,ON
2021,Lincoln T,Commercial,0.02687754,ON
2021,Lincoln T,Industrial,0.03620442,ON
2021,London C,Residential,0.01388283,ON
2021,London C,Farmland,0.00165262,ON
2021,London C,Commercial,0.03239391,ON
2021,London C,Industrial,0.03239391,ON
2021,Loyalist Tp,Residential,0.01474647,ON
2021,Loyalist Tp,Farmland,0.00368662,ON
2021,Loyalist Tp,Commercial,0.02753391,ON
2021,Loyalist Tp,Industrial,0.03747974,ON
2021,Lucan Biddulph Tp,Residential,0.0117602,ON
2021,Lucan Biddulph Tp,Farmland,0.00294005,ON
2021,Lucan Biddulph Tp,Commercial,0.02051256,ON
2021,Lucan Biddulph Tp,Industrial,0.02665273,ON
2021,Macdonald Meredith et al Tp,Residential,0.0164096,ON
2021,Macdonald Meredith et al Tp,Farmland,0.0041024,ON
2021,Macdonald Meredith et al Tp,Commercial,0.02727907,ON
2021,Macdonald Meredith et al Tp,Industrial,0.02616756,ON
2021,Machar Tp,Residential,0.00950772,ON
2021,Machar Tp,Farmland,0.00237693,ON
2021,Machar Tp,Commercial,0.01541646,ON
2021,Machar Tp,Industrial,0.01413503,ON
2021,Machin Tp,Residential,0.0117425,ON
2021,Machin Tp,Farmland,0.00293562,ON
2021,Machin Tp,Commercial,0.02527193,ON
2021,Machin Tp,Industrial,0.01684088,ON
2021,Magnetawan M,Residential,0.00877042,ON
2021,Magnetawan M,Farmland,0.00219261,ON
2021,Magnetawan M,Commercial,0.01542656,ON
2021,Magnetawan M,Industrial,0.01765725,ON
2021,Malahide Tp,Residential,0.01454382,ON
2021,Malahide Tp,Farmland,0.00337568,ON
2021,Malahide Tp,Commercial,0.03011143,ON
2021,Malahide Tp,Industrial,0.03775705,ON
2021,Mapleton Tp,Residential,0.01241057,ON
2021,Mapleton Tp,Farmland,0.00310264,ON
2021,Mapleton Tp,Commercial,0.02502292,ON
2021,Mapleton Tp,Industrial,0.03491335,ON
2021,Marathon T,Residential,0.02778099,ON
2021,Marathon T,Commercial,0.04161374,ON
2021,Marathon T,Industrial,0.06786473,ON
2021,Markham C,Residential,0.00632908,ON
2021,Markham C,Farmland,0.00158227,ON
2021,Markham C,Commercial,0.01519286,ON
2021,Markham C,Industrial,0.01668585,ON
2021,Markstay-Warren M,Residential,0.01371209,ON
2021,Markstay-Warren M,Farmland,0.00342802,ON
2021,Markstay-Warren M,Commercial,0.03295711,ON
2021,Markstay-Warren M,Industrial,0.02828239,ON
2021,Marmora and Lake M,Residential,0.01192465,ON
2021,Marmora and Lake M,Farmland,0.00298117,ON
2021,Marmora and Lake M,Commercial,0.02023412,ON
2021,Marmora and Lake M,Industrial,0.02053764,ON
2021,Mattawa T,Residential,0.02095583,ON
2021,Mattawa T,Commercial,0.03983471,ON
2021,Mattawa T,Industrial,0.05093074,ON
2021,Mattawan M,Residential,0.01526399,ON
2021,Mattawan M,Commercial,0.02440393,ON
2021,Mattawan M,Industrial,0.02434221,ON
2021,Mattice - Val Cote Tp,Residential,0.01694666,ON
2021,Mattice - Val Cote Tp,Commercial,0.04117411,ON
2021,Mattice - Val Cote Tp,Industrial,0.03485416,ON
2021,McDougall Tp,Residential,0.00724488,ON
2021,McDougall Tp,Farmland,0.00181122,ON
2021,McDougall Tp,Commercial,0.01568449,ON
2021,McDougall Tp,Industrial,0.02368045,ON
2021,McKellar Tp,Residential,0.00668094,ON
2021,McKellar Tp,Farmland,0.00167024,ON
2021,McKellar Tp,Commercial,0.01446604,ON
2021,McKellar Tp,Industrial,0.01446604,ON
2021,McMurrich-Monteith Tp,Residential,0.008334,ON
2021,McMurrich-Monteith Tp,Commercial,0.01681985,ON
2021,McMurrich-Monteith Tp,Industrial,0.00958381,ON
2021,McNab-Braeside Tp,Residential,0.01140302,ON
2021,McNab-Braeside Tp,Farmland,0.00285075,ON
2021,McNab-Braeside Tp,Commercial,0.02671656,ON
2021,McNab-Braeside Tp,Industrial,0.03669174,ON
2021,Meaford M,Residential,0.01337284,ON
2021,Meaford M,Farmland,0.00296424,ON
2021,Meaford M,Commercial,0.02415898,ON
2021,Meaford M,Industrial,0.03048425,ON
2021,Melancthon Tp,Residential,0.0100045,ON
2021,Melancthon Tp,Farmland,0.00224689,ON
2021,Melancthon Tp,Commercial,0.01913889,ON
2021,Melancthon Tp,Industrial,0.02743034,ON
2021,Merrickville-Wolford V,Residential,0.01333386,ON
2021,Merrickville-Wolford V,Farmland,0.00333347,ON
2021,Merrickville-Wolford V,Commercial,0.02469273,ON
2021,Merrickville-Wolford V,Industrial,0.03018153,ON
2021,Middlesex Centre M,Residential,0.01164099,ON
2021,Middlesex Centre M,Farmland,0.00291025,ON
2021,Middlesex Centre M,Commercial,0.02037607,ON
2021,Middlesex Centre M,Industrial,0.02644469,ON
2021,Middlesex Co,Residential,0.00397792,ON
2021,Middlesex Co,Farmland,0.00099448,ON
2021,Middlesex Co,Commercial,0.00455432,ON
2021,Middlesex Co,Industrial,0.00694187,ON
2021,Milton T,Residential,0.00681981,ON
2021,Milton T,Farmland,0.00144046,ON
2021,Milton T,Commercial,0.01541012,ON
2021,Milton T,Industrial,0.0198594,ON
2021,Minden Hills Tp,Residential,0.00759397,ON
2021,Minden Hills Tp,Farmland,0.00189849,ON
2021,Minden Hills Tp,Commercial,0.01779104,ON
2021,Minden Hills Tp,Industrial,0.0192185,ON
2021,Minto T,Residential,0.01307694,ON
2021,Minto T,Farmland,0.00326923,ON
2021,Minto T,Commercial,0.02601649,ON
2021,Minto T,Industrial,0.03651266,ON
2021,Mississauga C,Residential,0.00803062776,ON
2021,Mississauga C,Farmland,0.00200766,ON
2021,Mississauga C,Commercial,0.0186613028,ON
2021,Mississauga C,Industrial,0.01929865035,ON
2021,Mississippi Mills M,Residential,0.0106195,ON
2021,Mississippi Mills M,Farmland,0.00265488,ON
2021,Mississippi Mills M,Commercial,0.0255513,ON
2021,Mississippi Mills M,Industrial,0.03181131,ON
2021,Mono T,Residential,0.00875629,ON
2021,Mono T,Farmland,0.00197229,ON
2021,Mono T,Commercial,0.01761608,ON
2021,Mono T,Industrial,0.02468627,ON
2021,Montague Tp,Residential,0.01256534,ON
2021,Montague Tp,Farmland,0.00314134,ON
2021,Montague Tp,Commercial,0.02913734,ON
2021,Montague Tp,Industrial,0.03673746,ON
2021,Moonbeam Tp,Residential,0.01908662,ON
2021,Moonbeam Tp,Farmland,0.00477165,ON
2021,Moonbeam Tp,Commercial,0.03019274,ON
2021,Moonbeam Tp,Industrial,0.02400228,ON
2021,Moosonee T,Residential,0.02288166,ON
2021,Moosonee T,Commercial,0.03936558,ON
2021,Morley Tp,Residential,0.01227399,ON
2021,Morley Tp,Farmland,0.0030685,ON
2021,Morley Tp,Commercial,0.02753215,ON
2021,Morley Tp,Industrial,0.02061839,ON
2021,Morris-Turnberry M,Residential,0.01399901,ON
2021,Morris-Turnberry M,Farmland,0.00349975,ON
2021,Morris-Turnberry M,Commercial,0.0225159,ON
2021,Morris-Turnberry M,Industrial,0.0225159,ON
2021,Mulmur Tp,Residential,0.00994937,ON
2021,Mulmur Tp,Farmland,0.00223476,ON
2021,Mulmur Tp,Commercial,0.01907163,ON
2021,Mulmur Tp,Industrial,0.02730914,ON
2021,Muskoka D,Residential,0.0029099,ON
2021,Muskoka D,Farmland,0.0007275,ON
2021,Muskoka D,Commercial,0.0032009,ON
2021,Muskoka D,Industrial,0.0032009,ON
2021,Muskoka Lakes Tp,Residential,0.00567019,ON
2021,Muskoka Lakes Tp,Farmland,0.00141757,ON
2021,Muskoka Lakes Tp,Commercial,0.01136441,ON
2021,Muskoka Lakes Tp,Industrial,0.01255121,ON
2021,Nairn and Hyman Tp,Residential,0.01409113,ON
2021,Nairn and Hyman Tp,Commercial,0.03141003,ON
2021,Nairn and Hyman Tp,Industrial,0.06027211,ON
2021,Neebing M,Residential,0.00927506,ON
2021,Neebing M,Farmland,0.00231877,ON
2021,Neebing M,Commercial,0.0124871,ON
2021,Neebing M,Industrial,0.01731957,ON
2021,New Tecumseth T,Residential,0.00949455,ON
2021,New Tecumseth T,Farmland,0.00237364,ON
2021,New Tecumseth T,Commercial,0.01853507,ON
2021,New Tecumseth T,Industrial,0.01829772,ON
2021,Newbury V,Residential,0.01390313,ON
2021,Newbury V,Farmland,0.00347578,ON
2021,Newbury V,Commercial,0.022966,ON
2021,Newbury V,Industrial,0.03039235,ON
2021,Newmarket T,Residential,0.00794819,ON
2021,Newmarket T,Farmland,0.00198705,ON
2021,Newmarket T,Commercial,0.01734967,ON
2021,Newmarket T,Industrial,0.01934637,ON
2021,Niagara R,Residential,0.00587571,ON
2021,Niagara R,Farmland,0.00146893,ON
2021,Niagara R,Commercial,0.01019377,ON
2021,Niagara R,Industrial,0.01545312,ON
2021,Niagara-on-the-Lake T,Residential,0.00960367,ON
2021,Niagara-on-the-Lake T,Farmland,0.00240092,ON
2021,Niagara-on-the-Lake T,Commercial,0.02280701,ON
2021,Niagara-on-the-Lake T,Industrial,0.03003375,ON
2021,Nipissing Tp,Residential,0.00877915,ON
2021,Nipissing Tp,Farmland,0.00219479,ON
2021,Nipissing Tp,Commercial,0.0153844,ON
2021,Nipissing Tp,Industrial,0.00443041,ON
2021,Norfolk County,Residential,0.013119,ON
2021,Norfolk County,Farmland,0.003048,ON
2021,Norfolk County,Commercial,0.028419,ON
2021,Norfolk County,Industrial,0.028419,ON
2021,North Bay C,Residential,0.01568182,ON
2021,North Bay C,Farmland,0.00250527,ON
2021,North Bay C,Commercial,0.03540542,ON
2021,North Bay C,Industrial,0.02861255,ON
2021,North Dumfries Tp,Residential,0.00901585,ON
2021,North Dumfries Tp,Farmland,0.00225396,ON
2021,North Dumfries Tp,Commercial,0.02339741,ON
2021,North Dumfries Tp,Industrial,0.02339741,ON
2021,North Dundas Tp,Residential,0.01131873,ON
2021,North Dundas Tp,Farmland,0.00282968,ON
2021,North Dundas Tp,Commercial,0.02479504,ON
2021,North Dundas Tp,Industrial,0.02899838,ON
2021,North Frontenac Tp,Residential,0.01020095,ON
2021,North Frontenac Tp,Farmland,0.00255024,ON
2021,North Frontenac Tp,Commercial,0.01747095,ON
2021,North Frontenac Tp,Industrial,0.01747095,ON
2021,North Glengarry Tp,Residential,0.01252544,ON
2021,North Glengarry Tp,Farmland,0.00313136,ON
2021,North Glengarry Tp,Commercial,0.02676684,ON
2021,North Glengarry Tp,Industrial,0.03148835,ON
2021,North Grenville M,Residential,0.01122613,ON
2021,North Grenville M,Farmland,0.00280653,ON
2021,North Grenville M,Commercial,0.02185488,ON
2021,North Grenville M,Industrial,0.02636358,ON
2021,North Huron Tp,Residential,0.01545798,ON
2021,North Huron Tp,Farmland,0.00386449,ON
2021,North Huron Tp,Commercial,0.02412078,ON
2021,North Huron Tp,Industrial,0.02412078,ON
2021,North Kawartha Tp,Residential,0.00840311,ON
2021,North Kawartha Tp,Farmland,0.00210078,ON
2021,North Kawartha Tp,Commercial,0.01635079,ON
2021,North Kawartha Tp,Industrial,0.01940657,ON
2021,North Middlesex M,Residential,0.01343394,ON
2021,North Middlesex M,Farmland,0.00335848,ON
2021,North Middlesex M,Commercial,0.02242882,ON
2021,North Middlesex M,Industrial,0.02957357,ON
2021,North Stormont Tp,Residential,0.01078956,ON
2021,North Stormont Tp,Farmland,0.00269739,ON
2021,North Stormont Tp,Commercial,0.02393036,ON
2021,North Stormont Tp,Industrial,0.02790647,ON
2021,Northeastern Manitoulin & The Isl T,Residential,0.00739605,ON
2021,Northeastern Manitoulin & The Isl T,Farmland,0.00184901,ON
2021,Northeastern Manitoulin & The Isl T,Commercial,0.01717027,ON
2021,Northeastern Manitoulin & The Isl T,Industrial,0.01924685,ON
2021,Northeastern Manitoulin & The Isl T,Residential,0.01316336,ON
2021,Northeastern Manitoulin & The Isl T,Farmland,,ON
2021,Northeastern Manitoulin & The Isl T,Commercial,0.02539964,ON
2021,Northeastern Manitoulin & The Isl T,Industrial,0.02951785,ON
2021,Northeastern Manitoulin & The Isl T,Residential,0.01182171,ON
2021,Northeastern Manitoulin & The Isl T,Farmland,0.00295543,ON
2021,Northeastern Manitoulin & The Isl T,Commercial,0.02348524,ON
2021,Northeastern Manitoulin & The Isl T,Industrial,0.02712851,ON
2021,Northern Bruce Peninsula M,Residential,0.00984758,ON
2021,Northern Bruce Peninsula M,Farmland,0.0024619,ON
2021,Northern Bruce Peninsula M,Commercial,0.01905641,ON
2021,Northern Bruce Peninsula M,Industrial,0.02333664,ON
2021,Northumberland Co,Residential,0.00478717,ON
2021,Northumberland Co,Farmland,0.00119679,ON
2021,Northumberland Co,Commercial,0.00718076,ON
2021,Northumberland Co,Industrial,0.01005306,ON
2021,Norwich Tp,Residential,0.01086805,ON
2021,Norwich Tp,Farmland,0.00241539,ON
2021,Norwich Tp,Commercial,0.02655911,ON
2021,Norwich Tp,Industrial,0.03335907,ON
2021,O'Connor Tp,Residential,0.01195006,ON
2021,O'Connor Tp,Farmland,0.00298752,ON
2021,O'Connor Tp,Commercial,0.02038606,ON
2021,O'Connor Tp,Industrial,0.02026207,ON
2021,Oakville T,Residential,0.00721512,ON
2021,Oakville T,Farmland,0.00151952,ON
2021,Oakville T,Commercial,0.0159859,ON
2021,Oakville T,Industrial,0.02068588,ON
2021,Oil Springs V,Residential,0.01602384,ON
2021,Oil Springs V,Farmland,0.00365811,ON
2021,Oil Springs V,Commercial,0.03238295,ON
2021,Oil Springs V,Industrial,0.03847718,ON
2021,Oliver Paipoonge M,Residential,0.01098961,ON
2021,Oliver Paipoonge M,Farmland,0.0027474,ON
2021,Oliver Paipoonge M,Commercial,0.0229989,ON
2021,Oliver Paipoonge M,Industrial,0.02972052,ON
2021,Opasatika Tp,Residential,0.01918988,ON
2021,Opasatika Tp,Commercial,0.02938965,ON
2021,Opasatika Tp,Industrial,0.03904254,ON
2021,Orangeville T,Residential,0.01333837,ON
2021,Orangeville T,Farmland,0.00298034,ON
2021,Orangeville T,Commercial,0.02320622,ON
2021,Orangeville T,Industrial,0.03475953,ON
2021,Orillia C,Residential,0.01385466,ON
2021,Orillia C,Farmland,0.00346366,ON
2021,Orillia C,Commercial,0.02764131,ON
2021,Orillia C,Commercial,0.0588113,ON
2021,Orillia C,Industrial,0.03150202,ON
2021,Oro-Medonte Tp,Residential,0.00874723,ON
2021,Oro-Medonte Tp,Farmland,0.00218681,ON
2021,Oro-Medonte Tp,Commercial,0.01762162,ON
2021,Oro-Medonte Tp,Industrial,0.01740655,ON
2021,Oshawa C,Residential,0.01304741,ON
2021,Oshawa C,Farmland,0.00268599,ON
2021,Oshawa C,Commercial,0.02550024,ON
2021,Oshawa C,Industrial,0.03210548,ON
2021,Otonabee-South Monaghan Tp,Residential,0.01068087,ON
2021,Otonabee-South Monaghan Tp,Farmland,0.00267022,ON
2021,Otonabee-South Monaghan Tp,Commercial,0.01885314,ON
2021,Otonabee-South Monaghan Tp,Industrial,0.02292161,ON
2021,Ottawa C,Residential,0.00682126,ON
2021,Ottawa C,Farmland,0.00144075,ON
2021,Ottawa C,Commercial,0.01851096,ON
2021,Ottawa C,Industrial,0.02213561,ON
2021,Owen Sound C,Residential,0.01767431,ON
2021,Owen Sound C,Farmland,0.00441858,ON
2021,Owen Sound C,Commercial,0.03649427,ON
2021,Owen Sound C,Industrial,0.03836023,ON
2021,Oxford Co,Residential,0.00367037,ON
